|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
10|679|Creating New Generations (OR)|Coos Bay, OR 97420 USA|541.266.8284||http://www.creatingnewgenerations.com/frames/cng_main.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=679&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
11|13|Cryogenic Laboratories, Inc. (CLI)|1944 Lexington Ave N. Roseville, MN 55113 USA|800-466-2796|Some of these CLI donor numbers are alsobeing found under International Cryogenics, ReproMed, Ltd. (Canada), Reproductive Resources, Follas, and University of Nebraska. CLI started out as Genetic Laboratories in 1970 and was the first private sperm bank in the U.S. (founded by John Olson).  It changed to Cryogenic Laboratories in 1976.  Archives mention that they were able to freeze sperm in the 70's. A former donor (from early 70's to mid 80's) remembers seeing pins stuck in a map with the locations of where the sperm was shipped back in the early days, and the pins were all over the map, thoughout the whole U.S. and maybe more. Even Alaska. In March of 2002, CLI was bought out by Genetics & IVF Institute Family of Cryobanks, the owners of Fairfax Cryobank, but it still has its own facility.  Fairfax and CLI may share some donor numbers, but they are for different donors.|http://www.cryolab.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=13&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
12|835|Dr. Liebrach, Clifford|790 Bay Street Toronto, ON CAN|416-3237727|He is part of CREATE, which has a separate listing on this registry.|http://www.createivf.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=835&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
13|1208|Dr. Tamis, Robert|downtown phoenix near Hwy 51 and 24 st approx. Phoenix , AZ USA|||http:// |https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=1208&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
14|155|Duke Fertility Clinic/University|Durham, NC USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=155&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
15|922|European Sperm Bank USA (Seattle Sperm Bank)|European Sperm Bank USA 4915 25th Avenue NE, Suite 204 Seattle WA 98105 Seattle, , WA USA|1-800-709-1223|American open ID donors only. Branches in Seattle and New York. (Main office in Copenhagen - see Denmark). dba: Seattle Sperm Bank.|http://www.europeanspermbankusa.com/index.php|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=922&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
16|65377|Family Fertility Center|95 Highland Avenue, Suite 100 Bethlehem, PA 18017 USA|(610)868-8600||http://familyfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65377&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
17|633|Fertility Center of Chattanooga|7407 Ziegler Road Chattanooga, TN 37421 USA|423-899-0500|Dr. Barry W. Donesky,  Dr. Joseph S. Bird, Jr.|http://www.chattanoogafertility.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=633&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
18|1152|Florida Institute for Reproductive Medicine|Jacksonville, FL 32202 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=1152&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
19|178|GAMETES, TORONTO, Dr. Shewchuk, A.B.|Toronto, ON CAN|| Dr. Allan Shewchuk is deceased, but his daughter, Melanie still runs Dr. Shewchuk's sperm bank called Gamete Services. This bank only has donor sperm from prior to 2000 when the Cdn. gov't demanded additional tests for donors.  Therefore, all of the sperm currently stored can only be accessed if families have already had children with specific donors and with special permission from Health Canada. It is likely that Gamete Services will close in the next few years, in the meantime Melanie works loosely with SWCH Fertility Centre in Toronto. NOTE: as of 2009, this place is closed, and records from Gamete Services MAY have been transferred to Dr. Librach at http://www.createivf.com (CREATE).||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=178&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
20|872|Global Egg Donors (Formely Renew Fertility )|POB 266 San Ynez, CA 93117 USA|805.693.4787|Renew Fertility's website:www.renewfertility.com|http://www.globaleggdonors.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=872&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
21|554|Greater Baltimore Medical Center (GBMC) Andrology|6701 N. Charles Street Baltimore, MD 21204 USA||Greater Baltimore Medical Center (GBMC) Andrology Center This center is now closed|http://www.gbmc.org/index.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=554&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
22|655|Institute for Reproductive Health, Ohio|3805 Edwards Rd., Suite 450, Cincinnati, OH 45209 USA|513-942-5550||http://www.cincinnatifertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=655&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
23|360|IVF New Jersey|81 Veronica Avenue Somerset, NJ 08873 USA|||http://www.ivfnj.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=360&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
24|162|Johns Hopkins Fertility Center|600 N Wolfe St; Houck Bldg Baltimore, MD 21205 USA|410-955-2016||http://www.hopkinshospital.org/health_info/Womens_Health/Services/art_lab.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=162&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
25|65090|Lane Fertility Institute|101 Rowland Way, Suite 305 Novato, CA 94945 USA|415-893-0391||http://http://www.lanefertilityinstitute.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65090&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
26|87|Miscellaneous U.S. Facilities/Clinics-1990's|USA||Unknown Donor # and/or Clinic||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=87&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
27|69|Miscellaneous U.S. Facilities/Clinics-2000+|USA||Unknown Donor ID# and/or Clinic||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=69&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
28|406|Mt. Sinai OB/Gyn Specialties, OH|1800 E. 105 Street Cleveland, OH 44106 USA||The hospital closed in 2000 and was demolished in 2004.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=406&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
29|289|Nashville Fertility Center|Patterson St Nashville, TN USA|615-321-4740|At Centinial Medical Center on Patterson St in Nashville||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=289&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
30|113|National Womens Hospital|Auckland, NZL||From about 1975 - 1980 Professor Dennis Bonham ran an infertility program here, which used the hospital's premises, but was largely funded by Auckland University Medical School (dept of obstetrics). As the 80s progressed the clinic came more under the control of the hospital and there is a public infertilityclinic there today called Fertility PlusHuman Assisted Reproductive Technology (HART) Registerhttp://www.bdm.govt.nz/diawebsite.nsf/wpg_URL/Services-Births-Deaths-and-Marriages-Human-Assisted-Reproductive-Technology-(HART)-Register?OpenDocument||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=113&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
31|302|NCCRM (NC Center for Reproductive Medicine)|400 Asheville Ave Suite 200 Cary, NC 27519 USA|919-233-1680||http://www.nccrm.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=302&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
32|294|New England Fertility Institute|1275 Summer St. Stamford, CT 06905 USA|203-325-3200|Stamford and Hamden, CT|http://www.nefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=294&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
33|32|OHSU Andrology|1750 S.W. Harbor Way, Suite 100 Portland, OR 97201 USA|503-418-3750|Oregon Health and Science University. Also Andrology Laboratory Riverplace.|http://www.fertilityoregon.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=32&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
34|1121|Oregon Reproductive Medicine|2222 NW Lovejoy. St., Suite 304 Portland, OR 97210 USA|877-567-4994|NOTE: March 2013 some ORM donor numbers have been changed to six-digits. We have updated donor numbers as they have been given to us by ORM. |http://www.oregonreproductivemedicine.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=1121&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
35|313|Pacific Fertility Center-San Francisco|55 Francisco St. San Francisco, CA 94133 USA|888-834-3095||http://www.pacificfertilitycenter.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=313&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
36|466|Pacific Northwest Fertility|1101 Madison Street, Suite 1050 Seattle, WA 98104 USA|206-515-0000|Swedish Medical Center's (Seattle)donor program was phased out in late 2005 and was turned over to Pacific Northwest Fertility (this was on Swedish Medical Center's website in Aug. 2005).  Dr. Lee Hickock and Dr. Shaun Williams left 'Pacific Gynecology Specialists' and opened up their own clinic called 'Pacific Northwest Fertility Clinic' (PNFC) in 2005.  Another member says: Dr. Williams left to return to his hometown.  Hickok opened the new office with Lorna Marshall, who’d been with Virginia Mason.|http://www.pnwfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=466&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
37|65149|Pacific Reproductive Center|Lomita Boulevard Torrance, CA USA||Dr. Riffat Salem|http://pacificreproductivecenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65149&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
38|34|Pacific Reproductive Services (PRS)|444 De Haro St, Suite 222, SF 94107 65 N. Madison Ave, Suite 409 Pasadena 91101 San Francisco, CA 94107 USA|888-469-5800|Pasadena and San Francisco. Formerly Pacific Women's Health Services.|http://www.pacrepro.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=34&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
39|65511|ProcreaTec|ProcreaTec S.L. Manuel de Falla 6-8 28036 Madrid (Spanien/Spain) Madrid, 28036 ESP|+(34) 914585804||http://procreatec.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65511&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
40|102|Queensland Fertility Group|225 Wickham Tce Brisbane, 4000 AUS|07 3833 1000|Fertility clinic offering all types of ART with strong donor program. Imports some vials from Xytex.|http://www.qfg.com.au/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=102&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
41|37|Repository for Germinal Choice|4450 S. Escondido Blvd, PB box 2876 Escondido, CA 92025 USA|619-743-0772|Operated from 1980 to 1999. Repository was directed by Paul Smith at one time. Paul took most of the Repository donors with him when he left to start Heredity Choice. Donors may be listed under both facilities. It was also called the Nobel Sperm Bank and the Genius Sperm Bank, and was run by Dr. Robert Graham in earlier years (before Paul Smith). Paul Smith's phone number: 702 772-5380, address; 7375 South Bruce Street, Las Vegas, NV  89123; email storks@gmail.com.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=37&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
42|700|Reproductive Partners Medical (Redondo)|510 N Prospect Ave # 202 Redondo Beach, CA 90277 USA|(310) 318-3010|Dr. Meldrum, David|http://www.2reproduce.com/meet.php|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=700&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
43|481|San Diego Fertility Center|11515 El Camino Real, Suite 100 San Diego, CA 92103 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=481&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
44|65234|Seattle Reproductive Medicine|1505 Westlake Ave North, Suite 400 Seattle, WA 98109 USA|2063015000||http://http://seattlefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65234&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
45|636|Swedish Memorial Hospital-Dr. Schoolcraft|Englewood, CO USA||Dr. William Schoolcraft's practice||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=636&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
46|191|The Fertility Ctr. (AKA Michigan Repro. & IVF)|3230 Eagle Park Drive #100 Grand Rapids, MI 49525 USA|269-988-2229|Dr. Dodds and Dr. Young, located in Kalamazoo, MI and Grand Rapids, MI.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=191&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
47|62|University of Wisconsin|Madison, WI USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=62&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
48|65126|Wisconsin Fertility Institute|3146 Deming Way Middleton, WI 53562 USA|608-824-0075||http://www.wisconsinfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=3&dpIdentityNumber=&faID=65126&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|3
